,Unnamed: 0,State,DentalPlan,PlanID_2015,IssuerID_2015,MultistatePlan_2015,MetalLevel_2015,ChildAdultOnly_2015,FIPSCode,ZipCode,CrosswalkLevel,ReasonForCrosswalk,PlanID_2016,IssuerID_2016,MultistatePlan_2016,MetalLevel_2016,ChildAdultOnly_2016,AgeOffPlanID_2016,IssuerID_AgeOff2016,MultistatePlan_AgeOff2016,MetalLevel_AgeOff2016,ChildAdultOnly_AgeOff2016,PlanID_2014,IssuerID_2014,MultistatePlan_2014,MetalLevel_2014,ChildAdultOnly_2014,AgeOffPlanID_2015,IssuerID_AgeOff2015,MultistatePlan_AgeOff2015,MetalLevel_AgeOff2015,ChildAdultOnly_AgeOff2015
127335,127335,AZ,N,86830AZ0040002,86830,N,Bronze,0,4009,0,2,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
47733,47733,MO,N,32753MO0770018,32753,N,Bronze,0,29171,0,0,0,32753MO0770018,32753.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
207544,57539,MT,N,23603MT0160006,23603,N,Silver,0,30099,0,0,0,,,,,,,,,,,23603MT0160006,23603.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
28948,28948,TX,Y,23749TX0010006,23749,N,Low,0,48135,0,0,0,23749TX0010006,23749.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
142728,142728,LA,Y,97176LA0390002,97176,N,High,0,22089,0,0,0,97176LA0390002,97176.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
119423,119423,IL,N,79763IL0670002,79763,N,Silver,0,17121,0,0,0,79763IL0670002,79763.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
250881,100876,TX,Y,23891TX0010001,23891,N,Low,1,48463,0,2,0,,,,,,,,,,,23891TX0010001,23891.0,N,Low,1.0,23891TX0010006,23891.0,,Low,0
106240,106240,FL,N,68398FL0030008,68398,N,Bronze,0,12053,0,0,0,68398FL0030008,68398.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
141024,141024,IL,N,96601IL0170004,96601,N,Bronze,0,17081,0,0,0,96601IL0170004,96601.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
277886,127881,WI,N,79475WI0340023,79475,N,Silver,0,55061,0,2,2,,,,,,,,,,,79475WI0340008,79475.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
134850,134850,NJ,N,91661NJ2270003,91661,N,Gold,0,34017,0,0,0,91661NJ2270003,91661.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
235519,85514,PA,N,70194PA0170001,70194,N,Bronze,0,42055,0,0,0,,,,,,,,,,,70194PA0170001,70194.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
176681,26676,IL,N,20129IL0340012,20129,N,Silver,0,17081,0,1,2,,,,,,,,,,,20129IL0340001,20129.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
162853,12848,FL,Y,59667FL0010001,59667,N,High,1,12077,0,0,0,,,,,,,,,,,59667FL0010001,59667.0,N,High,1.0,59667FL0010003,59667.0,,High,0
106462,106462,OR,Y,68420OR0010004,68420,N,High,0,41023,0,0,0,68420OR0010004,68420.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
175803,25798,IL,Y,00000XX0000000,0,X,X,X,17061,0,4,5,,,,,,,,,,,18715IL0010002,18715.0,N,High,1.0,18715IL0010004,18715.0,,High,0
32697,32697,SC,N,26065SC0380008,26065,N,Gold,0,45061,0,0,0,26065SC0380008,26065.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
29173,29173,TX,Y,23891TX0010001,23891,N,Low,1,48475,0,1,2,23891TX0010006,23891.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
256391,106386,TX,N,33602TX0440002,33602,Y,Gold,0,48155,0,0,0,,,,,,,,,,,33602TX0440002,33602.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
169262,19257,GA,Y,73231GA0080002,73231,N,Low,1,13275,0,0,0,,,,,,,,,,,73231GA0080002,73231.0,N,Low,1.0,73231GA0070002,73231.0,,Low,0
139285,139285,NC,Y,94482NC0020003,94482,N,High,0,37121,0,0,0,94482NC0020003,94482.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
123059,123059,GA,N,83761GA0040003,83761,N,Gold,0,13257,0,0,0,83761GA0040003,83761.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
29634,29634,TX,Y,23891TX0010004,23891,N,High,0,48387,0,0,0,23891TX0010004,23891.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
271940,121935,VA,N,40308VA0220001,40308,Y,Gold,0,51013,0,0,0,,,,,,,,,,,40308VA0220001,40308.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
101822,101822,TN,N,66842TN0050022,66842,N,Silver,0,47023,0,0,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
22555,22555,IL,N,20129IL0290011,20129,N,Bronze,0,17013,0,1,6,20129IL0330027,20129.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
192207,42202,LA,N,97176LA0340004,97176,N,Gold,0,22081,0,0,0,,,,,,,,,,,97176LA0340004,97176.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
25483,25483,GA,N,20544GA0200009,20544,N,Silver,0,13121,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
141267,141267,ME,N,96667ME0150002,96667,N,Silver,0,23023,0,1,1,96667ME0240003,96667.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
241868,91863,SD,Y,00000XX0000000,0,X,X,X,46055,57543,3,4,,,,,,,,,,,61214SD0020006,61214.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
267416,117411,UT,N,68781UT0030003,68781,N,Gold,0,49035,0,0,0,,,,,,,,,,,68781UT0030003,68781.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
185546,35541,KS,N,18558KS0360017,18558,N,Silver,0,20101,0,1,2,,,,,,,,,,,18558KS0360012,18558.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
240263,90258,SD,N,60536SD0020011,60536,N,Silver,0,46127,0,0,0,,,,,,,,,,,60536SD0020011,60536.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
36604,36604,TX,N,28020TX0330037,28020,N,Gold,0,48061,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
188297,38292,KS,N,61430KS0100004,61430,N,Bronze,0,20055,0,1,2,,,,,,,,,,,61430KS0100005,61430.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
220414,70409,NJ,N,00000XX0000000,0,X,X,X,34001,0,4,5,,,,,,,,,,,10191NJ0040002,10191.0,N,Silver,1.0,00000XX0000000,0.0,X,X,X
100454,100454,OH,N,64353OH0010002,64353,N,Silver,0,39085,0,0,0,64353OH0010002,64353.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
140656,140656,OR,N,96383OR0190003,96383,N,Gold,0,41047,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
32479,32479,SC,N,26065SC0380003,26065,N,Silver,0,45019,0,0,0,26065SC0380003,26065.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
4115,4115,NC,N,11512NC0120004,11512,N,Silver,0,37131,0,2,0,11512NC0120004,11512.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
251672,101667,TX,Y,24349TX0010001,24349,N,Low,1,48207,0,0,0,,,,,,,,,,,24349TX0010001,24349.0,N,Low,1.0,24349TX0010006,24349.0,,Low,0
260893,110888,TX,Y,40540TX0070002,40540,N,Low,1,48015,0,0,0,,,,,,,,,,,40540TX0070002,40540.0,N,Low,1.0,40540TX0060002,40540.0,,Low,0
148940,148940,OH,N,99969OH0040011,99969,N,Bronze,2,39011,0,0,0,99969OH0040011,99969.0,N,Bronze,2,00000XX0000000,0.0,X,X,X,,,,,,,,,,
268220,118215,UT,Y,68809UT0010006,68809,N,Low,0,49041,0,0,0,,,,,,,,,,,68809UT0010006,68809.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
27138,27138,PA,N,22444PA0040018,22444,N,Bronze,0,42131,0,2,2,22444PA0040010,22444.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
58848,58848,IL,N,36096IL0780003,36096,Y,Silver,0,17057,0,2,6,36096IL0970021,36096.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
265449,115444,TX,N,87226TX0020013,87226,N,Bronze,0,48027,0,0,0,,,,,,,,,,,87226TX0020013,87226.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
149896,149896,OH,Y,99969OH0060004,99969,N,High,0,39087,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
166474,16469,GA,N,49046GA0410017,49046,N,Bronze,0,13103,0,1,2,,,,,,,,,,,49046GA0410006,49046.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
268429,118424,VA,N,12028VA0010015,12028,N,Silver,0,51610,0,0,0,,,,,,,,,,,12028VA0010015,12028.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
125172,125172,WI,Y,85005WI0030001,85005,N,High,0,55063,0,0,0,85005WI0030001,85005.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
82489,82489,GA,N,49046GA0610004,49046,Y,Gold,0,13111,0,0,0,49046GA0610004,49046.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
36229,36229,ND,Y,27882ND0150001,27882,N,High,0,38039,0,0,0,27882ND0150001,27882.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
199514,49509,MI,Y,35700MI0020004,35700,N,High,0,26001,0,2,2,,,,,,,,,,,35700MI0020033,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
93230,93230,SD,N,60536SD0020022,60536,N,Silver,0,46051,0,0,0,60536SD0020022,60536.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
91253,91253,FL,Y,59667FL0010004,59667,N,Low,0,12109,0,0,0,59667FL0010004,59667.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
191333,41328,LA,N,67243LA0090006,67243,N,Gold,0,22077,0,2,1,,,,,,,,,,,67243LA0090002,67243.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
70753,70753,NE,N,43198NE0200007,43198,N,Silver,0,31039,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
246442,96437,TN,N,14002TN0340009,14002,N,Gold,0,47167,0,2,0,,,,,,,,,,,14002TN0340009,14002.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
209804,59799,NC,N,11512NC0060019,11512,N,Silver,0,37075,0,0,0,,,,,,,,,,,11512NC0060019,11512.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
206982,56977,MS,N,94237MS0030012,94237,N,Bronze,0,28073,0,0,0,,,,,,,,,,,94237MS0030012,94237.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
67164,67164,TX,Y,40540TX0070001,40540,N,High,1,48241,0,0,0,40540TX0070001,40540.0,N,High,1,40540TX0060001,40540.0,N,High,0,,,,,,,,,,
161490,11485,FL,N,30252FL0020068,30252,N,Platinum,0,12017,0,0,0,,,,,,,,,,,30252FL0020068,30252.0,N,Platinum,0.0,00000XX0000000,0.0,X,X,X
27660,27660,MT,N,23603MT0150006,23603,N,Bronze,0,30025,0,0,0,23603MT0150006,23603.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
149848,149848,OH,Y,99969OH0060004,99969,N,High,0,39159,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
56366,56366,NV,Y,34962NV0010006,34962,N,Low,0,32003,0,0,0,34962NV0010006,34962.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
223791,73786,NM,N,00000XX0000000,0,X,X,X,35049,0,4,5,,,,,,,,,,,97132NM0560001,75605.0,N,Platinum,0.0,00000XX0000000,0.0,X,X,X
128517,128517,WI,N,87416WI0010051,87416,N,Bronze,0,55127,0,0,0,87416WI0010051,87416.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
108428,108428,GA,Y,68806GA0010004,68806,N,Low,1,13039,0,0,0,68806GA0010004,68806.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
162998,12993,FL,Y,59667FL0010003,59667,N,High,0,12097,0,0,0,,,,,,,,,,,59667FL0010003,59667.0,N,High,0.0,00000XX0000000,0.0,X,X,X
85928,85928,AZ,N,53901AZ0540001,53901,N,Gold,0,4023,0,2,6,53901AZ1340001,53901.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
274846,124841,VA,Y,97927VA0010001,97927,N,High,1,51027,0,0,0,,,,,,,,,,,97927VA0010001,97927.0,N,High,1.0,97927VA0010003,97927.0,,High,0
272822,122817,VA,N,88380VA0720018,88380,N,Bronze,0,51011,0,1,2,,,,,,,,,,,88380VA0720005,88380.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
271742,121737,VA,N,00000XX0000000,0,X,X,X,51041,0,2,4,,,,,,,,,,,38234VA0060013,38234.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
94146,94146,IA,Y,61284IA0010007,61284,N,Low,1,19175,0,1,2,61284IA0010009,61284.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
99960,99960,OR,N,63474OR0050001,63474,N,Silver,0,41057,0,1,6,63474OR0310001,63474.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
153589,3584,AR,Y,00000XX0000000,0,X,X,X,5051,0,2,5,,,,,,,,,,,60559AR0010002,60559.0,N,High,1.0,00000XX0000000,0.0,X,X,X
196991,46986,MI,Y,35700MI0020006,35700,N,Low,0,26101,0,2,2,,,,,,,,,,,35700MI0020002,35700.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
61626,61626,MI,N,37651MI0150013,37651,N,Catastrophic,0,26161,0,2,0,37651MI0150013,37651.0,N,Catastrophic,0,37651MI0150015,37651.0,N,Bronze,0,,,,,,,,,,
119370,119370,IL,N,79763IL0670001,79763,N,Gold,0,17181,0,0,0,79763IL0670001,79763.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
9222,9222,TN,N,14002TN0340020,14002,N,Gold,0,47165,0,1,1,14002TN0330063,14002.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
51218,51218,TX,N,33602TX0440002,33602,Y,Gold,0,48049,0,2,6,33602TX0780007,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
218671,68666,NE,Y,45550NE0160001,45550,N,High,0,31013,0,0,0,,,,,,,,,,,45550NE0160001,45550.0,N,High,0.0,00000XX0000000,0.0,X,X,X
3011,3011,NC,N,11512NC0060022,11512,N,Gold,0,37135,0,2,3,11512NC0100022,11512.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
116335,116335,NM,N,75605NM0390017,75605,N,Bronze,0,35013,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
239353,89348,SC,Y,97325SC0070001,97325,N,High,1,45073,0,0,0,,,,,,,,,,,97325SC0070001,97325.0,N,High,1.0,97325SC0060001,97325.0,,High,0
106712,106712,UT,N,68781UT0010002,68781,N,Gold,0,49049,0,0,0,68781UT0010002,68781.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
52479,52479,TX,N,33602TX0460060,33602,N,Gold,0,48335,0,1,2,33602TX0460271,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
133992,133992,WI,Y,90028WI0400003,90028,N,Low,1,55103,0,0,0,90028WI0400003,90028.0,N,Low,1,90028WI0420003,90028.0,N,Low,0,,,,,,,,,,
214795,64790,ND,N,89364ND0090002,89364,N,Silver,0,38087,0,0,0,,,,,,,,,,,89364ND0090002,89364.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
109839,109839,IA,Y,71051IA0020006,71051,N,Low,0,19119,0,0,0,71051IA0020006,71051.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
163651,13646,FL,Y,97725FL0030004,97725,N,High,0,12133,0,0,0,,,,,,,,,,,97725FL0030004,97725.0,N,High,0.0,00000XX0000000,0.0,X,X,X
13031,13031,VA,Y,16064VA1250003,16064,N,Low,1,51161,0,0,0,16064VA1250003,16064.0,N,Low,1,16064VA1270003,16064.0,N,Low,0,,,,,,,,,,
106106,106106,FL,N,68398FL0030006,68398,N,Silver,0,12047,0,0,0,68398FL0030006,68398.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
23508,23508,IL,N,20129IL0330017,20129,N,Gold,0,17177,0,0,0,20129IL0330017,20129.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
52506,52506,TX,N,33602TX0460060,33602,N,Gold,0,48365,0,1,2,33602TX0460271,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
127289,127289,GA,Y,86637GA0010006,86637,N,Low,0,13135,0,0,0,86637GA0010006,86637.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
76337,76337,MI,N,46275MI0010003,46275,N,Silver,0,26125,0,0,0,46275MI0010003,46275.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
259847,109842,TX,Y,33602TX0500004,33602,N,Low,1,48463,0,0,0,,,,,,,,,,,33602TX0500004,33602.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
33268,33268,NM,Y,26075NM0020005,26075,N,Low,0,35035,0,0,0,26075NM0020005,26075.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
43199,43199,MI,N,29698MI0570008,29698,N,Bronze,0,26065,48910,3,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
41163,41163,NE,N,29678NE1050004,29678,N,Bronze,0,31019,0,1,1,29678NE1100005,29678.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
278709,128704,WI,N,84670WI1250072,84670,N,Bronze,0,55133,0,2,1,,,,,,,,,,,84670WI1250027,84670.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
233185,83180,PA,N,22444PA0040018,22444,N,Bronze,0,42133,0,0,0,,,,,,,,,,,22444PA0040018,22444.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
158303,8298,FL,N,16842FL0070084,16842,N,Bronze,0,12009,0,1,2,,,,,,,,,,,16842FL0070099,16842.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
2958,2958,NC,N,11512NC0060022,11512,N,Gold,0,37153,0,2,2,11512NC0060018,11512.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
58167,58167,IL,N,36096IL0760004,36096,N,Silver,0,17147,0,2,6,36096IL0990052,36096.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
49432,49432,TX,N,33602TX0420002,33602,N,Gold,0,48037,0,2,6,33602TX0770028,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
246593,96588,TN,N,14002TN0340013,14002,N,Gold,0,47123,0,2,0,,,,,,,,,,,14002TN0340013,14002.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
89025,89025,OR,N,56707OR0870002,56707,N,Silver,0,41069,0,0,0,56707OR0870002,56707.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
53719,53719,TX,Y,33602TX0500001,33602,N,High,0,48221,0,0,0,33602TX0500001,33602.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
192763,42758,LA,N,97176LA0350001,97176,N,Gold,0,22041,0,0,0,,,,,,,,,,,97176LA0350001,97176.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
153127,3122,AR,Y,26904AR0020005,26904,N,Low,0,5039,0,0,0,,,,,,,,,,,26904AR0020005,26904.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
265654,115649,TX,N,91716TX0080002,91716,N,Bronze,0,48361,0,0,0,,,,,,,,,,,91716TX0080002,91716.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
142516,142516,LA,N,97176LA0350004,97176,N,Bronze,0,22031,0,0,0,97176LA0350004,97176.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
197209,47204,MI,Y,35700MI0020005,35700,N,Low,0,26039,0,2,0,,,,,,,,,,,35700MI0020005,35700.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
207277,57272,MT,N,23603MT0150007,23603,N,Silver,0,30013,0,0,0,,,,,,,,,,,23603MT0150007,23603.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
119054,119054,WI,Y,79597WI0030001,79597,N,High,0,55129,0,0,0,79597WI0030001,79597.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
232937,82932,PA,N,22444PA0040010,22444,N,Silver,0,42127,0,0,0,,,,,,,,,,,22444PA0040010,22444.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
87657,87657,TX,N,55409TX0020006,55409,N,Silver,0,48397,0,2,6,55409TX0060006,55409.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
24453,24453,VA,N,20507VA1170001,20507,N,Gold,0,51085,0,2,2,20507VA1170007,20507.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
273157,123152,VA,N,88380VA0720022,88380,N,Silver,0,51171,0,1,2,,,,,,,,,,,88380VA0720007,88380.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
22674,22674,IL,N,20129IL0290013,20129,N,Bronze,0,17011,0,1,6,20129IL0330026,20129.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
219871,69866,NE,Y,50022NE0020005,50022,N,High,0,31171,69142,3,0,,,,,,,,,,,50022NE0020005,50022.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
167970,17965,GA,N,49046GA0610004,49046,Y,Gold,0,13235,0,1,2,,,,,,,,,,,49046GA0610002,49046.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
263496,113491,TX,Y,55409TX0030001,55409,N,Low,1,48121,0,0,0,,,,,,,,,,,55409TX0030001,55409.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
66771,66771,TX,Y,40540TX0060001,40540,N,High,0,48011,0,0,0,40540TX0060001,40540.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
258327,108322,TX,N,33602TX0460110,33602,N,Silver,0,48471,0,2,1,,,,,,,,,,,33602TX0460004,33602.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
270459,120454,VA,N,20507VA1180003,20507,N,Bronze,0,51069,0,0,0,,,,,,,,,,,20507VA1180003,20507.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
27586,27586,MT,N,23603MT0150005,23603,N,Bronze,0,30099,0,0,0,23603MT0150005,23603.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
59758,59758,IN,N,36373IN0020002,36373,N,Silver,0,18119,0,0,0,36373IN0020002,36373.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
235122,85117,PA,Y,67499PA0010001,67499,N,Low,0,42017,0,0,0,,,,,,,,,,,67499PA0010001,67499.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
157173,7168,AZ,N,88925AZ0010059,88925,N,Silver,0,4019,0,2,2,,,,,,,,,,,88925AZ0010040,88925.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
112229,112229,PA,Y,71933PA0020006,71933,N,Low,0,42091,0,0,0,71933PA0020006,71933.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
216395,66390,NE,N,29678NE1100003,29678,N,Bronze,0,31111,0,0,0,,,,,,,,,,,29678NE1100003,29678.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
131976,131976,VA,N,88380VA0720024,88380,N,Silver,0,51059,22096,3,3,88380VA0890005,88380.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
9990,9990,OH,N,14650OH0230023,14650,N,Silver,0,39081,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
271821,121816,VA,N,38234VA0060051,38234,N,Silver,0,51185,0,2,2,,,,,,,,,,,38234VA0060014,38234.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
57268,57268,IN,N,35065IN0030013,35065,N,Bronze,0,18057,0,1,6,76179IN0130006,76179.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
257714,107709,TX,N,33602TX0460060,33602,N,Gold,0,48261,0,2,1,,,,,,,,,,,33602TX0460002,33602.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
4677,4677,OK,Y,12513OK0010001,12513,N,Low,0,40039,0,0,0,12513OK0010001,12513.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
72985,72985,MO,N,44527MO0150001,44527,N,Gold,0,29041,0,0,0,44527MO0150001,44527.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
272783,122778,VA,N,88380VA0720020,88380,N,Bronze,0,51530,0,1,2,,,,,,,,,,,88380VA0720004,88380.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
153325,3320,AR,Y,28348AR0090001,28348,N,Low,1,5135,0,1,6,,,,,,,,,,,28348AR0010003,28348.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
233994,83989,PA,Y,00000XX0000000,0,X,X,X,42011,0,4,5,,,,,,,,,,,49275PA0010001,49275.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
250775,100770,TX,Y,23891TX0010001,23891,N,Low,1,48223,0,2,0,,,,,,,,,,,23891TX0010001,23891.0,N,Low,1.0,23891TX0010006,23891.0,,Low,0
234150,84145,PA,Y,00000XX0000000,0,X,X,X,42055,0,4,5,,,,,,,,,,,49275PA0020001,49275.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
266499,116494,UT,N,38927UT0310004,38927,N,Bronze,0,49021,0,0,0,,,,,,,,,,,38927UT0310004,38927.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
3,3,OR,N,10091OR0360004,10091,N,Bronze,0,41023,0,0,0,10091OR0360004,10091.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
117625,117625,OH,N,77552OH0020021,77552,N,Gold,0,39089,0,0,0,77552OH0020021,77552.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
63860,63860,WI,N,38345WI0010096,38345,N,Silver,0,55057,0,1,2,38345WI0010125,38345.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
78087,78087,TX,Y,47665TX0020004,47665,N,High,0,48273,0,0,0,47665TX0020004,47665.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
41501,41501,NE,N,29678NE1100003,29678,N,Bronze,0,31143,0,1,2,29678NE1100004,29678.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
