,Unnamed: 0,State,DentalPlan,PlanID_2015,IssuerID_2015,MultistatePlan_2015,MetalLevel_2015,ChildAdultOnly_2015,FIPSCode,ZipCode,CrosswalkLevel,ReasonForCrosswalk,PlanID_2016,IssuerID_2016,MultistatePlan_2016,MetalLevel_2016,ChildAdultOnly_2016,AgeOffPlanID_2016,IssuerID_AgeOff2016,MultistatePlan_AgeOff2016,MetalLevel_AgeOff2016,ChildAdultOnly_AgeOff2016,PlanID_2014,IssuerID_2014,MultistatePlan_2014,MetalLevel_2014,ChildAdultOnly_2014,AgeOffPlanID_2015,IssuerID_AgeOff2015,MultistatePlan_AgeOff2015,MetalLevel_AgeOff2015,ChildAdultOnly_AgeOff2015
162402,12397,FL,Y,48129FL0150001,48129,N,High,1,12033,0,0,0,,,,,,,,,,,48129FL0150001,48129.0,N,High,1.0,48129FL0130001,48129.0,,High,0
253642,103637,TX,Y,00000XX0000000,0,X,X,X,48245,0,4,5,,,,,,,,,,,33348TX0010002,33348.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
12216,12216,PA,Y,15614PA0010002,15614,N,Low,0,42019,0,2,2,15614PA0010004,15614.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
19268,19268,IL,Y,18715IL0010001,18715,N,Low,1,17137,0,4,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
262011,112006,TX,Y,47665TX0020006,47665,N,Low,0,48365,0,1,2,,,,,,,,,,,47665TX0020002,47665.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
94137,94137,SD,Y,61214SD0020006,61214,N,Low,0,46095,0,0,0,61214SD0020006,61214.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
181776,31771,IN,N,17575IN0700026,17575,N,Silver,0,18023,0,1,2,,,,,,,,,,,17575IN0700008,17575.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
117573,117573,OH,N,77552OH0010111,77552,N,Bronze,0,39049,0,0,0,77552OH0010111,77552.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
59430,59430,IL,Y,36096IL0830002,36096,N,Low,0,17043,0,0,0,36096IL0830002,36096.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
264046,114041,TX,Y,58609TX0010001,58609,N,High,1,48205,0,0,0,,,,,,,,,,,58609TX0010001,58609.0,N,High,1.0,58609TX0010003,58609.0,,High,0
282213,132208,WY,N,53189WY0070005,53189,N,Gold,0,56005,0,0,0,,,,,,,,,,,53189WY0070005,53189.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
95667,95667,IN,N,62033IN0010003,62033,N,Gold,0,18117,0,0,0,62033IN0010003,62033.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
18015,18015,KS,N,18558KS0360023,18558,N,Silver,0,20105,0,1,2,18558KS0360021,18558.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
77523,77523,OH,Y,47509OH0020005,47509,N,Low,0,39135,0,0,0,47509OH0020005,47509.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
54142,54142,TX,Y,33602TX0500003,33602,N,High,1,48123,0,0,0,33602TX0500003,33602.0,N,High,1,33602TX0500001,33602.0,N,High,0,,,,,,,,,,
30589,30589,TX,Y,24349TX0010004,24349,N,High,0,48305,0,0,0,24349TX0010004,24349.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
235275,85270,PA,N,70194PA0130004,70194,Y,Gold,0,42097,0,0,0,,,,,,,,,,,70194PA0130004,70194.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
205274,55269,MS,Y,00000XX0000000,0,X,X,X,28147,0,4,5,,,,,,,,,,,46300MS0020002,46300.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
109115,109115,PA,N,70194PA0190003,70194,N,Platinum,0,42001,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
12884,12884,MO,N,16049MO0030005,16049,N,Bronze,0,29155,0,0,0,16049MO0030005,16049.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
275392,125387,VA,Y,97927VA0030001,97927,N,High,1,51047,0,0,0,,,,,,,,,,,97927VA0030001,97927.0,N,High,1.0,97927VA0030003,97927.0,,High,0
250859,100854,TX,Y,23891TX0010001,23891,N,Low,1,48409,0,2,0,,,,,,,,,,,23891TX0010001,23891.0,N,Low,1.0,23891TX0010006,23891.0,,Low,0
256434,106429,TX,N,33602TX0440002,33602,Y,Gold,0,48241,0,0,0,,,,,,,,,,,33602TX0440002,33602.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
137133,137133,NM,N,93091NM0170001,93091,N,Gold,0,35027,0,0,0,93091NM0170001,93091.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
80503,80503,GA,N,49046GA0410014,49046,N,Catastrophic,0,13055,0,0,0,49046GA0410014,49046.0,N,Catastrophic,0,49046GA0410022,49046.0,N,Bronze,0,,,,,,,,,,
83264,83264,SC,N,49532SC0380009,49532,N,Silver,0,45015,0,0,0,49532SC0380009,49532.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
158528,8523,FL,N,16842FL0070102,16842,N,Platinum,0,12059,0,0,0,,,,,,,,,,,16842FL0070102,16842.0,N,Platinum,0.0,00000XX0000000,0.0,X,X,X
260877,110872,TX,Y,40540TX0070001,40540,N,High,1,48491,0,0,0,,,,,,,,,,,40540TX0070001,40540.0,N,High,1.0,40540TX0060001,40540.0,,High,0
129088,129088,OK,N,87571OK0290005,87571,N,Bronze,0,40071,0,2,6,87571OK0320077,87571.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
193396,43391,ME,N,48396ME0710016,48396,N,Catastrophic,0,23011,0,1,2,,,,,,,,,,,48396ME0710010,48396.0,N,Catastrophic,0.0,48396ME0710017,48396.0,,Bronze,0
154167,4162,AR,N,62141AR0100006,62141,N,Bronze,0,5105,0,0,0,,,,,,,,,,,62141AR0100006,62141.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
220024,70019,NE,Y,50022NE0020006,50022,N,High,0,31109,68583,3,0,,,,,,,,,,,50022NE0020006,50022.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
91108,91108,FL,Y,59667FL0010001,59667,N,High,1,12043,0,0,0,59667FL0010001,59667.0,N,High,1,59667FL0010003,59667.0,N,High,0,,,,,,,,,,
160189,10184,FL,N,16842FL0120072,16842,N,Silver,0,12086,0,1,2,,,,,,,,,,,16842FL0120073,16842.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
40206,40206,OH,Y,29276OH0830004,29276,N,High,0,39035,0,0,0,29276OH0830004,29276.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
260323,110318,TX,Y,40540TX0060001,40540,N,High,0,48399,0,0,0,,,,,,,,,,,40540TX0060001,40540.0,N,High,0.0,00000XX0000000,0.0,X,X,X
201343,51338,MO,Y,29416MO0020006,29416,N,Low,0,29037,0,2,0,,,,,,,,,,,29416MO0020006,29416.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
265436,115431,TX,N,87226TX0020012,87226,N,Bronze,0,48021,0,0,0,,,,,,,,,,,87226TX0020012,87226.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
134569,134569,PA,N,91303PA0020006,91303,N,Silver,0,42099,0,1,6,64844PA0100002,64844.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
123586,123586,GA,N,83761GA0040020,83761,N,Bronze,0,13311,0,1,2,83761GA0040019,83761.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
145257,145257,VA,Y,97927VA0010003,97927,N,High,0,51197,0,5,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
266647,116642,UT,Y,40335UT0120001,40335,N,Low,1,49001,0,0,0,,,,,,,,,,,40335UT0120001,40335.0,N,Low,1.0,40335UT0020001,40335.0,,High,0
126065,126065,OR,N,85804OR0280002,85804,N,Bronze,0,41041,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
247986,97981,TN,Y,24601TN0020006,24601,N,Low,0,47061,0,0,0,,,,,,,,,,,24601TN0020006,24601.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
43897,43897,FL,N,30252FL0020060,30252,N,Silver,0,12003,0,2,0,30252FL0020060,30252.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
138169,138169,MS,N,94237MS0010012,94237,N,Bronze,0,28059,0,1,6,90714MS0010007,90714.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
279462,129457,WI,N,84670WI1270083,84670,N,Gold,0,55131,0,2,1,,,,,,,,,,,84670WI1270028,84670.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
108630,108630,PA,N,70194PA0130001,70194,Y,Silver,0,42123,0,0,0,70194PA0130001,70194.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
207874,57869,MT,N,30751MT0550004,30751,N,Silver,0,30087,0,0,0,,,,,,,,,,,30751MT0550004,30751.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
89574,89574,NM,N,57173NM0140003,57173,N,Bronze,0,35039,0,1,6,57173NM0320001,57173.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
30932,30932,TX,Y,24349TX0010006,24349,N,Low,0,48121,0,0,0,24349TX0010006,24349.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
64318,64318,LA,N,38499LA0030005,38499,N,Silver,0,22057,0,1,6,38499LA0040005,38499.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
207193,57188,MT,N,23603MT0150005,23603,N,Bronze,0,30069,0,0,0,,,,,,,,,,,23603MT0150005,23603.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
113449,113449,ND,N,73751ND0080009,73751,N,Silver,0,38021,0,0,0,73751ND0080009,73751.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
196291,46286,MI,N,29698MI0540002,29698,N,Gold,0,26135,0,0,0,,,,,,,,,,,29698MI0540002,29698.0,N,Gold,2.0,00000XX0000000,0.0,X,X,X
19900,19900,IA,N,18973IA0250001,18973,N,Gold,0,19005,0,0,0,18973IA0250001,18973.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
238129,88124,SC,N,49532SC0380005,49532,N,Silver,0,45017,0,0,0,,,,,,,,,,,49532SC0380005,49532.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
173193,23188,IA,Y,71051IA0020005,71051,N,Low,0,19041,0,0,0,,,,,,,,,,,71051IA0020005,71051.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
281024,131019,WV,N,31274WV0330003,31274,N,Gold,0,54077,0,0,0,,,,,,,,,,,31274WV0330003,31274.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
160573,10568,FL,Y,30115FL0050001,30115,N,High,0,12075,0,0,0,,,,,,,,,,,30115FL0050001,30115.0,N,High,0.0,00000XX0000000,0.0,X,X,X
221397,71392,NM,Y,17911NM0090002,17911,N,Low,1,35013,0,0,0,,,,,,,,,,,17911NM0090002,17911.0,N,Low,1.0,17911NM0060002,17911.0,,Low,0
192107,42102,LA,N,97176LA0340003,97176,N,Gold,0,22009,0,0,0,,,,,,,,,,,97176LA0340003,97176.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
26832,26832,PA,N,22444PA0010006,22444,N,Gold,0,42109,0,2,0,22444PA0010006,22444.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
179439,29434,IL,Y,68303IL0690001,68303,N,Low,0,17185,0,0,0,,,,,,,,,,,68303IL0690001,68303.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
223585,73580,NM,N,00000XX0000000,0,X,X,X,35033,0,4,5,,,,,,,,,,,97132NM0530003,75605.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
66438,66438,UT,Y,40335UT0010001,40335,N,High,0,49057,0,0,0,40335UT0010001,40335.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
159456,9451,FL,N,16842FL0120076,16842,N,Gold,0,12097,0,1,2,,,,,,,,,,,16842FL0120034,16842.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
105774,105774,IL,Y,68303IL0690001,68303,N,Low,0,17049,0,0,0,68303IL0690001,68303.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
240468,90463,SD,N,60536SD0020012,60536,N,Bronze,0,46009,0,1,2,,,,,,,,,,,60536SD0020015,60536.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
221374,71369,NM,Y,17911NM0090001,17911,N,High,1,35031,0,0,0,,,,,,,,,,,17911NM0090001,17911.0,N,High,1.0,17911NM0060001,17911.0,,High,0
99887,99887,OR,N,63474OR0030003,63474,N,Bronze,0,41059,0,0,0,63474OR0030003,63474.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
28498,28498,TX,Y,23749TX0010001,23749,N,Low,1,48451,0,1,2,23749TX0010006,23749.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
19804,19804,IA,N,18973IA0210014,18973,N,Silver,0,19015,0,0,0,18973IA0210014,18973.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
151274,1269,AL,Y,12538AL0020004,12538,N,High,0,1045,0,1,2,,,,,,,,,,,12538AL0020001,12538.0,N,High,1.0,00000XX0000000,0.0,X,X,X
112008,112008,TX,N,71837TX0010002,71837,N,Gold,0,48055,0,0,0,71837TX0010002,71837.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
233974,83969,PA,Y,00000XX0000000,0,X,X,X,42105,0,2,4,,,,,,,,,,,46518PA0010006,46518.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
81979,81979,GA,N,49046GA0410023,49046,N,Silver,0,13093,0,0,0,49046GA0410023,49046.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
87038,87038,NC,N,54332NC0030010,54332,N,Catastrophic,0,37071,0,0,0,54332NC0030010,54332.0,N,Catastrophic,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
2792,2792,NC,N,11512NC0060020,11512,N,Silver,0,37129,0,2,0,11512NC0060020,11512.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
254340,104335,TX,N,33602TX0420001,33602,N,Gold,0,48117,0,0,0,,,,,,,,,,,33602TX0420001,33602.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
204408,54403,MO,N,44527MO0150004,44527,N,Bronze,0,29141,0,1,2,,,,,,,,,,,44527MO0150005,44527.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
80738,80738,GA,N,49046GA0410015,49046,N,Bronze,0,13201,0,0,0,49046GA0410015,49046.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
267874,117869,UT,N,68781UT0130005,68781,N,Silver,0,49011,0,0,0,,,,,,,,,,,68781UT0130005,68781.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
235636,85631,PA,N,70194PA0180005,70194,N,Gold,0,42109,0,0,0,,,,,,,,,,,70194PA0180005,70194.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
238348,88343,SC,N,49532SC0380009,49532,N,Silver,0,45087,0,0,0,,,,,,,,,,,49532SC0380009,49532.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
267262,117257,UT,N,68781UT0020016,68781,N,Bronze,0,49029,0,0,0,,,,,,,,,,,68781UT0020016,68781.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
54282,54282,TX,Y,33602TX0500003,33602,N,High,1,48463,0,0,0,33602TX0500003,33602.0,N,High,1,33602TX0500001,33602.0,N,High,0,,,,,,,,,,
134664,134664,WI,Y,91604WI0490001,91604,N,Low,0,55139,0,0,0,91604WI0490001,91604.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
180452,30447,IL,N,79763IL0670002,79763,N,Silver,0,17045,0,2,6,,,,,,,,,,,79763IL0040002,79763.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
148344,148344,OH,N,99969OH0040001,99969,N,Gold,2,39149,0,2,0,99969OH0040001,99969.0,N,Gold,2,00000XX0000000,0.0,X,X,X,,,,,,,,,,
185791,35786,KS,N,18558KS0360016,18558,N,Gold,0,20179,0,0,0,,,,,,,,,,,18558KS0360016,18558.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
135745,135745,IN,N,91842IN0190016,91842,N,Silver,0,18083,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
194028,44023,MI,N,15560MI0410001,15560,Y,Silver,0,26147,0,0,0,,,,,,,,,,,15560MI0410001,15560.0,Y,Silver,0.0,00000XX0000000,0.0,X,X,X
259884,109879,TX,Y,33602TX0500005,33602,N,Low,0,48029,0,0,0,,,,,,,,,,,33602TX0500005,33602.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
155728,5723,AR,Y,75293AR0430001,75293,N,Low,0,5121,0,0,0,,,,,,,,,,,75293AR0430001,75293.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
94535,94535,TX,Y,61315TX0010001,61315,N,Low,0,48229,0,0,0,61315TX0010001,61315.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
120314,120314,KS,Y,81711KS0010003,81711,N,Low,0,20127,0,0,0,81711KS0010003,81711.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
142493,142493,LA,N,97176LA0350004,97176,N,Bronze,0,22115,0,0,0,97176LA0350004,97176.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
174710,24705,IA,N,00000XX0000000,0,X,X,X,19105,0,4,5,,,,,,,,,,,71268IA0060006,71268.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
181982,31977,IN,N,17575IN0700027,17575,N,Silver,0,18067,0,1,2,,,,,,,,,,,17575IN0700010,17575.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
69555,69555,MI,N,41895MI0010046,41895,N,Bronze,0,26139,0,1,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
209274,59269,MT,Y,93895MT0020003,93895,N,High,0,30087,0,1,2,,,,,,,,,,,93895MT0020001,93895.0,N,High,1.0,93895MT0020003,93895.0,,,
56393,56393,NV,N,34996NV0020004,34996,N,Catastrophic,0,32031,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
211403,61398,NC,N,56346NC0050005,56346,N,Bronze,0,37155,0,1,6,,,,,,,,,,,56346NC0030038,56346.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
136344,136344,IN,Y,91920IN0010009,91920,N,Low,0,18031,0,0,0,91920IN0010009,91920.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
11490,11490,MI,Y,15560MI0730001,15560,N,Low,0,26117,0,0,0,15560MI0730001,15560.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
249239,99234,TX,Y,19312TX0010001,19312,N,Low,1,48165,0,0,0,,,,,,,,,,,19312TX0010001,19312.0,N,Low,1.0,19312TX0010003,19312.0,,Low,0
83362,83362,SC,N,49532SC0380013,49532,N,Silver,0,45067,0,0,0,49532SC0380013,49532.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
104117,104117,LA,N,67243LA0090002,67243,N,Gold,0,22019,0,0,0,67243LA0090002,67243.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
153323,3318,AR,Y,28348AR0090001,28348,N,Low,1,5131,0,1,6,,,,,,,,,,,28348AR0010003,28348.0,N,Low,1.0,00000XX0000000,0.0,X,X,X
156232,6227,AZ,N,53901AZ0540001,53901,N,Gold,0,4027,0,0,0,,,,,,,,,,,53901AZ0540001,53901.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
239218,89213,SC,Y,89281SC0020006,89281,N,Low,0,45079,0,0,0,,,,,,,,,,,89281SC0020006,89281.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
91663,91663,TN,N,60299TN0210007,60299,N,Silver,0,47109,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
281235,131230,WV,N,31274WV0340002,31274,N,Silver,0,54059,0,0,0,,,,,,,,,,,31274WV0340002,31274.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
217385,67380,NE,Y,45550NE0020001,45550,N,Low,0,31045,0,0,0,,,,,,,,,,,45550NE0020001,45550.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
203318,53313,MO,N,34762MO0160004,34762,N,Silver,0,29107,0,0,0,,,,,,,,,,,34762MO0160004,34762.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
40261,40261,MO,Y,29416MO0020003,29416,N,High,0,29099,0,0,0,29416MO0020003,29416.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
69312,69312,MI,N,41895MI0010013,41895,N,Bronze,0,26051,0,1,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
67108,67108,TX,Y,40540TX0070001,40540,N,High,1,48079,0,0,0,40540TX0070001,40540.0,N,High,1,40540TX0060001,40540.0,N,High,0,,,,,,,,,,
104505,104505,MI,N,67577MI0390012,67577,N,Bronze,0,26115,0,2,0,67577MI0390012,67577.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
195099,45094,MI,N,00000XX0000000,0,X,X,X,26087,48428,3,4,,,,,,,,,,,29241MI0270063,29241.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
246013,96008,TN,N,14002TN0340003,14002,N,Gold,0,47165,0,0,0,,,,,,,,,,,14002TN0340003,14002.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
75425,75425,NE,Y,45550NE0100001,45550,N,High,0,31083,0,0,0,45550NE0100001,45550.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
52574,52574,TX,N,33602TX0460060,33602,N,Gold,0,48283,0,1,2,33602TX0460271,33602.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
237581,87576,SC,N,26065SC0380003,26065,N,Silver,0,45073,0,0,0,,,,,,,,,,,26065SC0380003,26065.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
134914,134914,TX,N,91716TX0080002,91716,N,Bronze,0,48121,0,1,6,91716TX0200007,91716.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
267061,117056,UT,N,68781UT0020006,68781,N,Gold,0,49021,0,0,0,,,,,,,,,,,68781UT0020006,68781.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
123166,123166,GA,N,83761GA0040006,83761,N,Gold,0,13227,0,1,2,83761GA0040002,83761.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
190633,40628,LA,Y,42544LA0010006,42544,N,Low,0,22061,0,0,0,,,,,,,,,,,42544LA0010006,42544.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
54430,54430,TX,Y,33602TX0500004,33602,N,Low,1,48103,0,0,0,33602TX0500004,33602.0,N,Low,1,33602TX0500002,33602.0,N,Low,0,,,,,,,,,,
235739,85734,PA,Y,71933PA0020003,71933,N,High,0,42117,0,1,2,,,,,,,,,,,71933PA0020001,71933.0,N,High,1.0,71933PA0020003,71933.0,,High,0
124106,124106,WI,N,84670WI1250024,84670,N,Bronze,0,55087,0,2,2,84670WI1250034,84670.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
7088,7088,TN,N,14002TN0330003,14002,N,Silver,0,47157,0,0,0,14002TN0330003,14002.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
39634,39634,OH,N,29276OH0740027,29276,N,Silver,0,39153,0,0,0,29276OH0740027,29276.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
172121,22116,IA,N,18973IA0250003,18973,N,Bronze,0,19037,0,0,0,,,,,,,,,,,18973IA0250003,18973.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
45762,45762,WV,N,31274WV0310001,31274,Y,Gold,0,54031,0,0,0,31274WV0310001,31274.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
264987,114982,TX,Y,63141TX0760001,63141,N,Low,0,48043,0,0,0,,,,,,,,,,,63141TX0760001,63141.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
124844,124844,WI,N,84670WI1270036,84670,N,Bronze,0,55135,0,2,0,84670WI1270036,84670.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
116468,116468,NM,N,75605NM0390029,75605,N,Bronze,0,35017,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
259601,109596,TX,Y,33602TX0500003,33602,N,High,1,48479,0,0,0,,,,,,,,,,,33602TX0500003,33602.0,N,High,1.0,00000XX0000000,0.0,X,X,X
248700,98695,TN,Y,82120TN0630001,82120,N,Low,0,47007,0,0,0,,,,,,,,,,,82120TN0630001,82120.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
277067,127062,WI,N,38345WI0010095,38345,N,Silver,0,55103,0,1,2,,,,,,,,,,,38345WI0010053,38345.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
92061,92061,TN,N,60299TN0210028,60299,N,Platinum,0,47145,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
160485,10480,FL,Y,30115FL0040001,30115,N,Low,0,12033,0,0,0,,,,,,,,,,,30115FL0040001,30115.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
123692,123692,IL,Y,84033IL0020001,84033,N,Low,0,17099,0,0,0,84033IL0020001,84033.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
193978,43973,MI,N,15560MI0410001,15560,Y,Silver,0,26047,0,0,0,,,,,,,,,,,15560MI0410001,15560.0,Y,Silver,0.0,00000XX0000000,0.0,X,X,X
200098,50093,MI,N,41895MI0010013,41895,N,Bronze,0,26075,0,0,0,,,,,,,,,,,41895MI0010013,41895.0,N,Bronze,2.0,00000XX0000000,0.0,X,X,X
158005,8000,FL,N,16842FL0070084,16842,N,Bronze,0,12085,0,0,0,,,,,,,,,,,16842FL0070084,16842.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
175545,25540,IA,N,00000XX0000000,0,X,X,X,19149,0,4,5,,,,,,,,,,,71268IA0070008,71268.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
238757,88752,SC,N,65122SC0010008,65122,N,Catastrophic,0,45077,0,0,0,,,,,,,,,,,65122SC0010008,65122.0,N,Catastrophic,0.0,65122SC0010007,65122.0,,Bronze,0
45894,45894,WV,N,31274WV0330001,31274,N,Bronze,0,54107,0,0,0,31274WV0330001,31274.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
90689,90689,TX,Y,58609TX0010003,58609,N,High,0,48109,0,0,0,58609TX0010003,58609.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
55024,55024,NV,Y,33670NV0960003,33670,N,Low,1,32027,0,0,0,33670NV0960003,33670.0,N,Low,1,33670NV0980003,33670.0,N,Low,0,,,,,,,,,,
